column0,column1,column2
Seva Medical Centre/ Seva Netralaya,"Address: 55, Sector 16-A, Near Sect -16-A Post Office, Faridabad, Haryana, 121002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Seva Rural Trust Hospital,"Address: Jhagadia ., (India), Bharuch, Gujarat, 393110","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Seva Samiti Charitable Hospital and Research Centre,"Address: Shop No.-9, Bata Flyover, New Industrial Twp 1, New Industrial Town, Faridabad, Haryana, 121001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sevalay Hospital,"Address: Lic Road, Manjalpur, Godhara, Panchmahal, Gujarat, 389001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sevalaya,"Address: Opp Marwari College, Hindpiri, Ranchi, Jharkhand, 834001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sevasadan Mata Razim Hospital,"Address: Near Forest Barrier, Rajim Chowk, Raipur, Chhattisgarh, 493885","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sevashram Hospital,"Address: Civil Lines, Godhra, Panchmahal, Gujarat, 389001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sevayan Medical And Research Centre - Munger,"Address: Dr. B. G. Bose Lane, Seva Colony, Near Neelam Cinema Road, Munger, Bihar, 811201","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Seven Sisters Medical Service Ltd - Goalpara,"Address: Bapuji Nagar, P.O.Aladmari, Goalpara, Assam, 783121","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sevenhills Hospital Ltd.,"Address: Rock Dale Layout, Visakhapatnam, Andhra Pradesh, 530002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Seventh Day Adventist Hospital,"Address: Bariatu Road, Ranchi, Lohardaga, Jharkhand, 834009","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sevita Nursing Home,"Address: Kurnool Road, Prakasam Near Rtc Bus Stand, Prakasam, Andhra Pradesh, 523002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sewa Poly Clinic and Hospital,"Address: Hospital Roasd, Kashipur, Samastipur, Bihar, 848101","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sewa Ratan Hospital,"Address: Opposite Kishaan Dharam Kanta, Mahna Road, Ballabgarh, Faridabad, Haryana, 121004","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sewabhawan Hospital,"Address: NA, Mahasamund, Chhattisgarh, 493555","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sewak Sabha Hospital,"Address: Rishi Nagar, Hisar, Haryana, 125001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
"Sgt Medical College ,Hospital and Research Institute","Address: Near Sultanpur Jheel/Bird Sanctuary, -Farukh Nagar Nagar Road, Budhera, Gurgaon, Haryana, 122005","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sh O P Memorial Jain Hospital,"Address: Near 965 P, Sector-17, Huda, Jagadhari, Yamunanagar, Haryana, 135003","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sh Sharoo Ram Memorial Hospital,"Address: Garia Bazar, Hodal, Faridabad, Haryana, 121106","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sh. Baba Mast Nath Charitable Hospital,"Address: Asthal Bohar, Rohtak, Haryana, 124021","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sh. Moolchand Kidney Hospital and Urological Institute,"Address: 1075-76, Sector -13, Urban Estate, Karnal, Haryana, 132001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sh. S.D Mahabir Dal Hospital,"Address: Mandir Marg, Kunjpura Road, Karnal, Haryana, 132001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shaafi Hospital,"Address: 18, Manibaug Society, Dharampur Road, Abrama, Valasad, Valsad, Gujarat, 396001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shabnam Hospital,"Address: Deena, Nh- 31, Begusarai, Bihar, 851122","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shachi Hospital,"Address: 1St Floor, Kaceri Complex, Subhash Bridge Circle, Opposite R.T.O. Office, Ahmedabad, Gujarat, 380027","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shagun Nursing Home,"Address: Vikram Shila Nagar, Kahalgaon, Bhagalpur, Bihar, 813203","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shah Heart and Medical Hospital,"Address: Near Kirtistambh, Palanpur, Banas kantha, Gujarat, 385001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shah Hospital,"Address: Doctor House, 4Th Floor, Unapani Road, Nr Lalit Petrol Pump Lal Darwaja, Surat, Gujarat, 395003","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shah Hospital,"Address: Ground Floor, B/H Janta Market, Near Business Capital, Bharuch, Gujarat, 392001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shah Hospital,"Address: Opp Bus Stand, Kaithal, Haryana, 136027","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shah Hospital - Vadaj,"Address: 21, Shantinagar, Ashram Road, Vadaj, Ahmedabad, Gujarat, 380013","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shah Mastana Ji Allopathic Hospital/ Shah Satnamji Speciality Hospital,"Address: Near Shah Satnam Ji Dham, Sirsa, Haryana, 125077","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shah Maternity Clinic,"Address: New Patliputra Colony (South Of Alpana Market), Patna, Bihar, 800013","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shah Nursing Home,"Address: Opp: B.T.I. College, Shanker Nagar, Raipur, Chhattisgarh, 492001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shah Orthopaedic and Superspeciality Hospital,"Address: Plot No 448, Sector 1/A, Gayatri Mandir Road, Nr Andhra Bank, Oslo Circle, Gandhidham, Kachchh, Gujarat, 370201","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shah Orthopaedic Hospital,"Address: 10, Lotus, OppositeG. K. General Hospital, Kachchh, Gujarat, 370001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shah Orthopedic Hospital,"Address: Opposite Pummy Gas Agency, Nr. St Depot, Godhara Road, Lunavada, Panchmahal, Gujarat, 389230","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shah Satnam Ji Speciality Hospital,"Address: Near Shah Satnam ji, Dham, Sirsa, Haryana, 125055","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: 18001801477, Helpline Number:"
Shaheed Hospital,"Address: Dalli Rajhara, Durg, Chhattisgarh, 491001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shaheed Prabhu Narayan Multispeciality Hospital,"Address: Permanandpur, N.H. 31, Khagaria, Bihar, 851205","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shaheed Tilka Manjhi Memorial Hospital Dvc,"Address: Ctps Chandrapura, Bokaro, Jharkhand, 828403","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shahhvat Children Hospital,"Address: Borsad, Anand, Gujarat, 388540","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shahi Hospital (A Unit Of Abhishek Memorial Trust),"Address: Rajendra Nagar, Road No.-2 B, Patna, Bihar, 800016","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shahid Polyclinc,"Address: Naw Gandhi Nagar, Shahpur, Belagavi, Karnataka, 590001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shahjahan Memorial Hospital,"Address: Pakki Sarai, Jail Road, Muzaffarpur, Bihar, 842001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shahnaz Memorial Hospital,"Address: Urwan More Ranchi Patan Road, Koderma, Jharkhand, 825410","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shaikh Orthopaedic Hospital,"Address: Capital Business Centre, Opposite Adarsh Market, Panchbatti, Bharuch, Gujarat, 392001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shail Clinic,"Address: Chaturbhai Park, Warasiya Ring Road, Vadodara, Gujarat, 390006","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shail Eye Hospital,"Address: Gurukrupa, Naranpura, Opposite Ladli, Naranpura Cross Roads, Ahmedabad, Gujarat, 380013","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shailee E.N.T. Hospital,"Address: 2Nd Floor, Vama Complex, Ayurvedic Three Road, Pani Gate, Vadodara, Gujarat, 390001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shaili Nursing Home and U S Center,"Address: Near Bus Stand, Rohtak Road, Jhajjar, Haryana, 124103","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shaishav Children Hospital,"Address: 13, Tulsibaug, Behind S T Depo Padra, Vadodara, Gujarat, 391440","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shaishav Children Hospital,"Address: Opposite Ipcowala Hall, Near Ice Factory Comp, Kheda, Gujarat, 387001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shaishav Children Hospital,"Address: Parulnagar Shopping Centre, Opposite Utsav Party Plot, Bhuyandev Char Rasta, Sola Road, Ahmedabad, Gujarat, 380061","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shaishav Children Hospital And Neonatal Care Unit,"Address: 21, 2 Suvidha Shopping Centre, Near Vejalpur Bus Stand, Vejalpur, Ahmedabad, Gujarat, 380051","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shaishav Neonatal and Children Hospital,"Address: Sruhurd Complex, Third Floor, Ahmedabad, Gujarat, 382330","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shaishav Nursing Home,"Address: Outside Panigate, Vadodara, Gujarat, 390017","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shaker Nursing Home,"Address: 260, Sampinge Road Near 17Th Cross Malleshwaram, Bengaluru Urban, Karnataka, 560003","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shakti Children Hospital,"Address: Doctor House, Behind Station Stand, Modasa, Sabar kantha, Gujarat, 383315","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shakti Children Hospital,"Address: Khambhat, Anand, Gujarat, 388620","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shakti Neuroscience Centre and Dev Mri Centre,"Address: Barwala Raod Near Bus Stand From Jindal Park, Hisar, Haryana, 125001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shakti Nursing Home,"Address: Talue Road, Parvathi Nagar, C/O Basavagowd, Ballari, Karnataka, 583102","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shakti Nursing Home and Research Center,"Address: Jorafatak Roaf, Dhanbad, Jharkhand, 828128","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shakuntala Maternity Home,"Address: Sanskrit Shopping Center, Tb Hospital Road, Vijapur, Mahesana, Gujarat, 382870","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shakuntla Hospital,"Address: Near Jagan Gate (Leo Chowk) Circular Road, Rewari, Haryana, 123401","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shakuntla Multi Speciality Hospital,"Address: Near Leo Chowk, Circular Road, Rewari, Haryana, 123401","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shalby Hospitals Ltd,"Address: 2Nd Floor, Ratna Sagar Appartment Nr Varaccha Police Station, Surat, Gujarat, 395006","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shalin Eyecare Hospital,"Address: 1St Floor, Chandraprabhu Complex, Nr Sardar Patel Statue, Ahmedabad, Gujarat, 380014","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shalin Hospital,"Address: 302, 03, 04 Iii Floor Upnisad Complex, Ahmedabad, Gujarat, 380015","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shalini Hospital,"Address: Rukka, Vikas Post-Neori, Ranchi, Jharkhand, 834001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shalini Surgical and Maternity Hospital,"Address: Medical Enclave, Opposite Municipal Committee, Chandigarh Road, Tohana (Hr), Fatehabad, Haryana, 125120","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shalom Medical Centre,"Address: Gotlam, S O Cantonment, Vizianagaram, Andhra Pradesh, 535003","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shalu Paediatric and Trauma Hospital,"Address: 876/2, Mata Road, Gurgaon, Haryana, 122001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Sham Singh Nursing Home,"Address: N0:55, Gandhi Bazaar, Facing E.A.T Street, Bengaluru Urban, Karnataka, 560004","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shama Hospital,"Address: Near Bus Stand, Feerozpur Jhirka, Mewat, Mewat, Haryana, 122103","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shamim Nursing Home,"Address: Binodpur Road, Katihar, Bihar, 854105","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Shamima Health Center,"Address: Gyan Pull Chowk, Near Madahav Cinema Hall, Banjariya, Motihari, East Champaran, Bihar, 845401","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
